han	han+Pcle
gáfe	gáfe+N+Sg+Nom
gáfe	gáfe+N+Sg+Acc
gáfe	gáfe+N+Sg+Gen

fysalaš	fysalaš+A+Attr
fysalaš	fysalaš+A+Sg+Nom

fuones	fuotni+A+Attr

fearána	fearán+N+Sg+Acc
fearána	fearán+N+Sg+Gen

eváhkos	eváhkku+Err/Orth+N+Sg+Loc

earálágán	earálágan+v2+A+Attr
earálágán	earálágan+v2+A+Sg+Nom
earálágán	earálágan+v2+A+Sg+Acc
earálágán	earálágan+v2+A+Sg+Gen+Err/Orth

eahpádus	eahpádus+N+Sg+Nom

duosttan	duostat+V+TV+Ind+Prs+Sg1

duostta	duostat+V+TV+VGen
duostta	duostat+V+TV+Imprt+ConNeg
duostta	duostat+V+TV+Imprt+Sg2
duostta	duostat+V+TV+Ind+Prs+ConNeg

Diehttelasat	diehttelas+A+Pl+Nom
Diehttelasat	diehttelas+A+Comp+Attr
Diehttelasat	diehttelas+A+Comp+Sg+Nom
Diehttelasat	diehttelas+A+Pl+Nom

deiven	deaivat+V+TV+Ind+Prt+Sg1

daláš	daláš+A+Attr
daláš	daláš+A+Sg+Acc
daláš	daláš+A+Sg+Gen
daláš	daláš+A+Sg+Nom

cukcasiid	cuvccas+N+Pl+Acc
cukcasiid	cuvccas+N+Pl+Gen

čáhkan	čáhkat+V+IV+PrfPrc
čáhkan	čáhkat+V+IV+Actio+Gen
čáhkan	čáhkat+V+IV+Actio+Nom
čáhkan	čáhkat+V+IV+Ind+Prt+ConNeg

Bæivi	Bæivi+N+Prop+Sem/Sur+Attr
Bæivi	Bæivi+N+Prop+Sem/Sur+Sg+Acc
Bæivi	Bæivi+N+Prop+Sem/Sur+Sg+Gen
Bæivi	Bæivi+N+Prop+Sem/Sur+Sg+Nom
Bæivi	Bæivi+N+Prop+Sem/Plc+Attr
Bæivi	Bæivi+N+Prop+Sem/Plc+Sg+Acc
Bæivi	Bæivi+N+Prop+Sem/Plc+Sg+Gen
Bæivi	Bæivi+N+Prop+Sem/Plc+Sg+Nom

buozanvuođa	buozanvuohta+N+Sg+Acc
buozanvuođa	buozanvuohta+N+Sg+Gen

buhtes	buhtis+A+Attr

bivnnut	bivnnut+A+Attr
bivnnut	bivnnut+A+Sg+Nom
bivnnut	bivnnut+A+Sg+Acc+Err/Orth
bivnnut	bivnnut+A+Sg+Gen+Err/Orth

bistit	bistit+V+IV+Inf
bistit	bistit+V+IV+Imprt+Pl2
bistit	bistit+V+IV+Ind+Prs+Pl1

bistá	bistit+V+IV+Ind+Prs+Sg3


álggogeahčen	álggogeahčen+Adv

vuostálaste	vuostálastit+V+TV+Ind+Prs+Du1
vuostálaste	vuostálastit+V+TV+Ind+Prt+Pl3

vuollegis	vuollegaš+A+Attr

Vibe	Vibe+N+Prop+Sem/Sur+Attr
Vibe	Vibe+N+Prop+Sem/Sur+Sg+Acc
Vibe	Vibe+N+Prop+Sem/Sur+Sg+Gen
Vibe	Vibe+N+Prop+Sem/Sur+Sg+Nom

verddet	verdde+N+Pl+Nom

vehá	vehá+Adv

Vearrámus	vearrái+A+Superl+Attr
Vearrámus	vearrái+A+Superl+Sg+Nom

valjit	vallji+N+Pl+Nom
valjit	valjit+Adv

suhkat	suhkat+V+IV+Inf
suhkat	suhkat+V+IV+Ind+Prs+Pl1

sotnabeaivvi	sotnabeaivi+N+Sg+Acc
sotnabeaivvi	sotnabeaivi+N+Sg+Gen

soalddáhat	soalddát+N+Pl+Nom

skuvlastreaikka	skuvlastreaika+N+Sg+Acc
skuvlastreaikka	skuvlastreaika+N+Sg+Gen

sisafárren	sisafárren+N+Sg+Gen
sisafárren	sisafárren+N+Sg+Nom

seahkálas	seahkálas+N+Sg+Nom
seahkálas	seahkálas+A+Attr

rávis	rávis+A+Sg+Nom
rávis	rávis+A+Err/Orth+Attr

ráhkistit	ráhkistit+V+TV+Inf
ráhkistit	ráhkistit+V+TV+Ind+Prs+Pl1
ráhkistit	ráhkistit+V+TV+Ind+Prs+Pl3
ráhkistit	ráhkistit+V+TV+Ind+Prt+Sg2

ollusat	olus+Pron+Indef+Err/Orth+Pl+Nom

oarjjabealde	oarjjabealde+Po
oarjjabealde	oarjjabealde+Pr
oarjjabealde	oarjjabealde+Adv

nuo	nuo+Adv

njozet	njozet+Adv

njiedjan	njiedja+N+Ess
njiedjan	njiedjan+N+Sg+Gen
njiedjan	njiedjan+N+Sg+Nom
njiedjan	njiedjat+V+IV+PrfPrc
njiedjan	njiedjat+V+IV+Actio+Gen
njiedjan	njiedjat+V+IV+Actio+Nom
njiedjan	njiedjat+V+IV+Ind+Prt+ConNeg

návehis	návet+N+Sg+Loc

nasisttaid	nasista+N+Err/Orth+Pl+Acc
nasisttaid	nasista+N+Err/Orth+Pl+Gen
nasisttaid	nasista+N+Pl+Acc
nasisttaid	nasista+N+Pl+Gen

namahusain	namahus+N+Pl+Loc
namahusain	namahus+N+Sg+Com
namahusain	namahus+N+Err/Orth+Pl+Loc
namahusain	namahus+N+Err/Orth+Sg+Com

nákcen	nákcet+V+IV+PrfPrc
nákcen	nákcet+V+IV+Ind+Prs+Sg1
nákcen	nákcet+V+IV+Actio+Gen
nákcen	nákcet+V+IV+Actio+Nom
nákcen	nákcet+V+IV+Ind+Prt+ConNeg

modealla	modealla+N+G3+Sg+Nom
modealla	modealla+N+G3+Sg+Acc
modealla	modealla+N+G3+Sg+Gen

Modealla	modealla+N+G3+Sg+Nom
Modealla	modealla+N+G3+Sg+Acc
Modealla	modealla+N+G3+Sg+Gen

moanaid	moanat+Pron+Indef+Pl+Acc
moanaid	moanat+Pron+Indef+Pl+Gen

Minsttarplána	minsttarplána+N+Sg+Nom
Minsttarplána	minsttarplána+N+Sg+Acc
Minsttarplána	minsttarplána+N+Sg+Gen

mihtilmas	mihtilmas+A+Attr
mihtilmas	mihtilmas+A+Sg+Nom


maŋisboahttit	maŋisboahtti+N+NomAg+Pl+Nom

máŋgasiidda	máŋggas+N+Coll+Pl+Ill


inspektevra	inspektevra+N+Sg+Nom

ilmmai	ilbmat+V+IV+Ind+Prt+Sg3
ilmmai	ilbmat+V+IV+Ind+Prt+Err/Orth+Sg3

giddet	giddet+V+TV+Inf
giddet	giddet+V+TV+Ind+Prs+Pl1
giddet	giddet+V+TV+Ind+Prs+Sg2

giddagasas	giddagas+N+Sg+Loc

geahččaladdat	geahččaladdat+V+TV+Inf
geahččaladdat	geahččaladdat+V+TV+Ind+Prs+Pl1

geafit	geafi+N+Pl+Nom
geafit	geafi+v2+A+Pl+Nom
geafit	geafi+v2+A+Comp+Attr
geafit	geafi+v2+A+Comp+Sg+Nom
geafit	geafi+v1+A+Pl+Nom
geafit	geafi+v1+A+Comp+Attr
geafit	geafi+v1+A+Comp+Sg+Nom


finnmárkulaččat	finnmárkulaš+N+Pl+Nom


En	en+Adv

eahkes	eahkes+Adv
eahkes	eahkes+A+Attr

duššin	dušši+N+G3+Sg+Loc+South+Err/Orth
duššin	dušši+N+G3+Ess
duššin	dušši+A+Sg+Loc+South+Err/Orth
duššin	dušši+A+Ess

dušši	dušši+N+G3+Sg+Acc
dušši	dušši+N+G3+Sg+Gen
dušši	dušši+N+G3+Sg+Nom
dušši	duššat+V+IV+PrsPrc
dušši	duššat+V+IV+Imprt+Du2
dušši	dušši+A+Attr
dušši	dušši+A+Sg+Acc
dušši	dušši+A+Sg+Gen
dušši	dušši+A+Sg+Nom

duhkorasat	duhkoras+N+Pl+Nom

dovdomearkan	dovdomearka+N+Ess

doarvai	doarvái+Err/Orth+Adv

doaimmahusas	doaimmahus+N+Sg+Loc

deattu	deaddu+N+Sg+Acc
deattu	deaddu+N+Sg+Gen

dánskalaš	dánskalaš+N+Sg+Nom
dánskalaš	dánskalaš+A+Sg+Nom
dánskalaš	dánskalaš+A+Attr

Dakka	dakka+Adv

dáide	dáidit+V+IV+Ind+Prs+Du1
dáide	dáidit+V+IV+Ind+Prt+Pl3


ceavzit	ceavzit+V+IV+Inf
ceavzit	ceavzit+V+IV+Imprt+Pl2
ceavzit	ceavzit+V+IV+Ind+Prs+Pl1

buiga	buiga+A+Attr


badjelaš	badjelaš+Adv

Amma	amma+Pcle

álkidit	álkidit+V+TV+Inf
álkidit	álkidit+V+TV+Ind+Prs+Pl1
álkidit	álkidit+V+TV+Ind+Prs+Pl3
álkidit	álkidit+V+TV+Ind+Prt+Sg2

álgogeahčen	álggogeahčen+Err/Orth+Adv

AB	AB+N+ACR+Sg+Acc
AB	AB+N+ACR+Sg+Gen
AB	AB+N+ACR+Sg+Nom

vuosttaldan	vuosttaldit+V+TV+PrfPrc
vuosttaldan	vuosttaldit+V+TV+Ind+Prs+Sg1
vuosttaldan	vuosttaldit+V+TV+Actio+Gen
vuosttaldan	vuosttaldit+V+TV+Actio+Nom
vuosttaldan	vuosttaldit+V+TV+Ind+Prt+ConNeg

vuostálastima	vuostálastin+N+Sg+Acc
vuostálastima	vuostálastin+N+Sg+Gen

várálaš	várálaš+A+Attr
várálaš	várálaš+A+Sg+Nom

Suongir	Suongir+Err/Orth+N+Prop+Sem/Sur+Attr
Suongir	Suongir+Err/Orth+N+Prop+Sem/Sur+Sg+Acc
Suongir	Suongir+Err/Orth+N+Prop+Sem/Sur+Sg+Gen
Suongir	Suongir+Err/Orth+N+Prop+Sem/Sur+Sg+Nom
Suongir	Suongir+N+Prop+Sem/Sur+Attr
Suongir	Suongir+N+Prop+Sem/Sur+Sg+Acc
Suongir	Suongir+N+Prop+Sem/Sur+Sg+Nom

suige	suige+Adv

stiilla	stiila+N+Sg+Acc
stiilla	stiila+N+Sg+Gen

SOR	SOR+N+ACR+Sg+Acc
SOR	SOR+N+ACR+Sg+Gen
SOR	SOR+N+ACR+Sg+Nom

skuvlafearaniid	skuvlafearan+N+Pl+Acc
skuvlafearaniid	skuvlafearan+N+Pl+Gen

Skuvladoaimmahaga	skuvladoaimmahat+N+Sg+Acc
Skuvladoaimmahaga	skuvladoaimmahat+N+Sg+Gen

sieiva	sieiva+A+Attr

sálbmavearssaid	sálbmavearsa+N+Err/Orth+Pl+Acc
sálbmavearssaid	sálbmavearsa+N+Err/Orth+Pl+Gen
sálbmavearssaid	sálbmavearsa+N+Pl+Acc
sálbmavearssaid	sálbmavearsa+N+Pl+Gen

sabehiid	sabet+N+Pl+Acc
sabehiid	sabet+N+Pl+Gen

raporttas	raporta+v1+N+Sg+Loc

Ráhká	ráhkká+N+Sg+Acc
Ráhká	ráhkká+N+Sg+Gen
Ráhká	ráhkat+V+IV+Ind+Prs+Sg3

Ovddabealde	ovddabealde+Po
Ovddabealde	ovddabealde+Adv

ovdamunni	ovdamunni+N+Sg+Nom

oskkáldasat	oskkáldas+A+Pl+Nom
oskkáldasat	oskkáldas+A+Comp+Attr
oskkáldasat	oskkáldas+A+Comp+Sg+Nom
oskkáldasat	oskkáldas+A+Pl+Nom
oskkáldasat	oskkáldasat+Adv

ortodoksa	ortodoksa+A+Attr
ortodoksa	ortodoksa+A+Sg+Acc
ortodoksa	ortodoksa+A+Sg+Gen
ortodoksa	ortodoksa+A+Sg+Nom

originála	originála+N+Sg+Acc
originála	originála+N+Sg+Gen
originála	originála+N+Sg+Nom
originála	originála+A+Attr
originála	originála+A+Sg+Acc
originála	originála+A+Sg+Gen
originála	originála+A+Sg+Nom

olgguldas	olgguldas+N+Sg+Nom
olgguldas	olgguldas+A+Attr
olgguldas	olgguldas+A+Sg+Nom

olggobeal	olggobeale+Err/Orth+Po
olggobeal	olggobeale+Err/Orth+Pr

Ođđasishuksen	ođđasishuksen+N+Sg+Gen
Ođđasishuksen	ođđasishuksen+N+Sg+Nom

oambealli	oambealle+v2+N+Sg+Nom

nuvt	nuvt+Adv

Nuorttanaste	Nuorttanaste+N+Prop+Sem/Obj+Attr
Nuorttanaste	Nuorttanaste+N+Prop+Sem/Obj+Sg+Acc
Nuorttanaste	Nuorttanaste+N+Prop+Sem/Obj+Sg+Gen
Nuorttanaste	Nuorttanaste+N+Prop+Sem/Obj+Sg+Nom

muhtunlágan	muhtunlágan+v1+A+Attr
muhtunlágan	muhtunlágan+v1+A+Sg+Nom
muhtunlágan	muhtunlágan+v1+A+Sg+Acc
muhtunlágan	muhtunlágan+v1+A+Sg+Gen+Err/Orth

moaddelogi	moaddelogi+Num+Sg+Acc
moaddelogi	moaddelogi+Num+Sg+Nom

mehtera	mehter+N+Sg+Acc
mehtera	mehter+N+Sg+Gen

mehter	mehter+N+Sg+Acc+Err/Orth
mehter	mehter+N+Sg+Gen+Err/Orth
mehter	mehter+N+Sg+Nom

márkku	márku+N+Sg+Acc
márkku	márku+N+Sg+Gen

luhkkár	luhkkár+N+Sg+Acc+Err/Orth
luhkkár	luhkkár+N+Sg+Gen+Err/Orth
luhkkár	luhkkár+N+Sg+Nom

liibba	liiba+N+Sg+Acc
liibba	liiba+N+Sg+Gen

leavssu	leaksu+N+Sg+Acc
leavssu	leaksu+N+Sg+Gen

leastadialaš	lestadialaš+Err/Orth+A+Sg+Nom
leastadialaš	lestadialaš+Err/Orth+A+Attr

leairrain	leaira+N+Err/Orth+Pl+Loc
leairrain	leaira+N+Err/Orth+Sg+Com
leairrain	leaira+N+Pl+Loc
leairrain	leaira+N+Sg+Com

lassánedje	lassánit+V+IV+Ind+Prt+Pl3

lagaš	lágaš+Err/Orth+A+Attr
lagaš	lágaš+Err/Orth+A+Sg+Acc
lagaš	lágaš+Err/Orth+A+Sg+Nom
lagaš	lágaš+Err/Orth+A+Sg+Gen+Err/Orth
lagaš	lagaš+N+Sg+Nom
lagaš	lagaš+N+Sg+Acc+Err/Orth
lagaš	lagaš+N+Sg+Gen+Err/Orth
lagaš	lagaš+A+Attr

konkrehtalaš	konkrehtalaš+A+Attr
konkrehtalaš	konkrehtalaš+A+Sg+Nom

Killengreen	Killengreen+N+Prop+Sem/Sur+Attr
Killengreen	Killengreen+N+Prop+Sem/Sur+Sg+Acc
Killengreen	Killengreen+N+Prop+Sem/Sur+Sg+Gen
Killengreen	Killengreen+N+Prop+Sem/Sur+Sg+Nom

julevsámegillii	julevsámegiella+N+Sg+Ill

Jonar	Jonar+N+Prop+Sem/Mal+Attr
Jonar	Jonar+N+Prop+Sem/Mal+Sg+Acc
Jonar	Jonar+N+Prop+Sem/Mal+Sg+Nom

ihte	ihtit+V+IV+Ind+Prs+Du1
ihte	ihtit+V+IV+Ind+Prt+Pl3

iđii	ihtit+V+IV+Ind+Prt+Sg3
iđii	ihtit+V+IV+Ind+Prt+Err/Orth+Sg3


guhkkosaš	guhkkosaš+A+Sg+Nom
guhkkosaš	guhkkosaš+A+Attr

goargun	goargu+N+Ess
goargun	goargut+V+IV+PrfPrc+Err/Orth
goargun	goargut+V+IV+Actio+Gen
goargun	goargut+V+IV+Actio+Nom

giitevaš	giitevaš+A+Attr
giitevaš	giitevaš+A+Sg+Nom

gielddus	gieldu+N+Sg+Loc
gielddus	gielddus+N+Sg+Nom
gielddus	gielddus+A+Sg+Nom

giehmánni	giehmánni+N+G3+Sg+Acc
giehmánni	giehmánni+N+G3+Sg+Gen
giehmánni	giehmánni+N+G3+Sg+Nom

geafi	geafi+N+Sg+Acc
geafi	geafi+N+Sg+Gen
geafi	geafi+N+Sg+Nom
geafi	geafi+v2+A+Sg+Acc
geafi	geafi+v2+A+Sg+Gen
geafi	geafi+v1+A+Sg+Acc
geafi	geafi+v1+A+Sg+Gen
geafi	geafi+v1+A+Sg+Nom



frisalaš	frisalaš+A+Sg+Nom
frisalaš	frisalaš+A+Attr

evakueret	evakueret+V+TV+Inf
evakueret	evakueret+V+TV+Ind+Prs+Pl1
evakueret	evakueret+V+TV+Ind+Prs+Sg2

eretjávkama	eretjávkan+N+Sg+Acc
eretjávkama	eretjávkan+N+Sg+Gen

erenomážit	erenomážit+Adv

eandalit	eandalii+Err/Orth+Adv

eandalii	eandalii+Adv

duššadit	duššadit+V+TV+Inf
duššadit	duššadit+V+TV+Ind+Prs+Pl1
duššadit	duššadit+V+TV+Ind+Prs+Pl3
duššadit	duššadit+V+TV+Ind+Prt+Sg2

duhtan	duhtan+N+Sg+Gen
duhtan	duhtan+N+Sg+Nom
duhtan	duhtat+V+IV+PrfPrc
duhtan	duhtat+V+IV+Actio+Gen
duhtan	duhtat+V+IV+Actio+Nom
duhtan	duhtat+V+IV+Ind+Prt+ConNeg

duhkoraddat	duhkoraddat+V+IV+Inf
duhkoraddat	duhkoraddat+V+IV+Ind+Prs+Pl1

DSF	DSF+N+ACR+Sg+Acc
DSF	DSF+N+ACR+Sg+Gen
DSF	DSF+N+ACR+Sg+Nom

dovdomearkkat	dovdomearka+N+Pl+Nom

denne	dennet+V+TV+VGen
denne	dennet+V+TV+Imprt+ConNeg
denne	dennet+V+TV+Imprt+Sg2
denne	dennet+V+TV+Ind+Prs+ConNeg
denne	dennet+V+TV+Ind+Prs+Sg3

dávjjibut	dávji+A+Comp+Pl+Nom
dávjjibut	dávjjibut+Adv

dáidán	dáidit+V+IV+PrfPrc
dáidán	dáidit+V+IV+Ind+Prt+ConNeg

buresboahtima	buresboahtin+N+Sg+Acc
buresboahtima	buresboahtin+N+Sg+Gen

buotlágan	buotlágan+v1+A+Attr
buotlágan	buotlágan+v1+A+Sg+Nom
buotlágan	buotlágan+v1+A+Sg+Acc
buotlágan	buotlágan+v1+A+Sg+Gen+Err/Orth

buhtadus	buhtadus+N+Sg+Nom
buhtadus	buhtadit+V+TV+Imprt+Sg3

birgejumi	birgejupmi+N+Sg+Acc
birgejumi	birgejupmi+N+Sg+Gen

bás	bás+A+Attr

áppesa	áppes+N+Sg+Acc
áppesa	áppes+N+Sg+Gen

Áppesa	áppes+N+Sg+Acc
Áppesa	áppes+N+Sg+Gen

ahkit	ahkit+N+Sg+Nom
ahkit	ahkit+N+Sg+Acc+Err/Orth
ahkit	ahkit+N+Sg+Gen+Err/Orth
ahkit	ahkit+A+Sg+Nom
ahkit	ahkit+A+Sg+Acc+Err/Orth
ahkit	ahkit+A+Sg+Gen+Err/Orth

ahkásaš	ahkásaš+A+Sg+Nom
ahkásaš	ahkásaš+A+Attr


vuostálasttii	vuostálastit+V+TV+Ind+Prt+Sg3
vuostálasttii	vuostálastit+V+TV+Ind+Prt+Err/Orth+Sg3

vuhtiiváldit	vuhtiiváldit+V+TV+Inf
vuhtiiváldit	vuhtiiváldit+V+TV+Imprt+Pl2
vuhtiiváldit	vuhtiiváldit+V+TV+Ind+Prs+Pl1


veháš	veháš+Adv
veháš	veháš+Pron+Indef+Attr
veháš	veháš+Pron+Indef+Sg+Nom

vearrámusat	vearrámusat+Adv
vearrámusat	vearrái+A+Superl+Pl+Nom

Sørøysund	Sørøysund+N+Prop+Sem/Plc+Sg+Acc
Sørøysund	Sørøysund+N+Prop+Sem/Plc+Sg+Gen
Sørøysund	Sørøysund+N+Prop+Sem/Plc+Sg+Nom
Sørøysund	Sørøysund+N+Prop+Sem/Plc+Err/Orth+Sg+Nom
Sørøysund	Sørøysund+N+Prop+Sem/Sur+Sg+Acc
Sørøysund	Sørøysund+N+Prop+Sem/Sur+Sg+Gen
Sørøysund	Sørøysund+N+Prop+Sem/Sur+Sg+Nom
Sørøysund	Sørøysund+N+Prop+Sem/Sur+Err/Orth+Sg+Nom

surgadis	surgat+A+Sg+Loc
surgadis	surgat+A+Attr

studeret	studeret+V+TV+Inf
studeret	studeret+V+TV+Ind+Prs+Pl1
studeret	studeret+V+TV+Ind+Prs+Sg2

streaŋggis	streaŋggis+A+Sg+Nom
streaŋggis	streaŋggis+A+Attr


sorjavaš	sorjavaš+A+Attr
sorjavaš	sorjavaš+A+Sg+Nom

Sletsjøe	Sletsjøe+N+Prop+Sem/Sur+Sg+Acc
Sletsjøe	Sletsjøe+N+Prop+Sem/Sur+Sg+Gen
Sletsjøe	Sletsjøe+N+Prop+Sem/Sur+Sg+Nom

skohtera	skohter+N+Sg+Acc
skohtera	skohter+N+Sg+Gen

siivui	siivu+N+Sg+Ill
siivui	siivu+N+Err/Orth+Sg+Ill
siivui	siivui+A+Sg+Ill
siivui	siivui+A+Sg+Nom

seammaláhkai	seamma láhkai+Err/Orth+Adv

seahkalagaid	seahkalagaid+Adv


sabehiiguin	sabet+N+Pl+Com

raporttaid	raporta+v1+N+Err/Orth+Pl+Acc
raporttaid	raporta+v1+N+Err/Orth+Pl+Gen
raporttaid	raporta+v1+N+Pl+Acc
raporttaid	raporta+v1+N+Pl+Gen

Proavás	proavás+Err/Orth+N+Sg+Acc+Err/Orth
Proavás	proavás+Err/Orth+N+Sg+Gen+Err/Orth
Proavás	proavás+Err/Orth+N+Sg+Nom
Proavás	proavás+N+Sg+Nom
Proavás	proavás+N+Sg+Acc+Err/Orth
Proavás	proavás+N+Sg+Gen+Err/Orth

pedagoga	pedagoga+N+Sg+Nom
pedagoga	pedagoga+N+Sg+Acc
pedagoga	pedagoga+N+Sg+Gen

ovddemusat	ovddet+A+Superl+Pl+Nom
ovddemusat	ovddemusat+Adv

ollo	oallut+V+TV+ConNegII
ollo	oallut+V+TV+Ind+Prs+Du1
ollo	oallut+V+TV+Ind+Prt+Pl3
ollo	ollit+V+IV+ConNegII

ollašuvai	ollašuvvat+V+IV+Ind+Prt+Sg3
ollašuvai	ollašuvvat+V+IV+Ind+Prt+Err/Orth+Sg3

ohpihii	ohpihii+Adv

oassádallat	oassádallat+V+IV+Inf
oassádallat	oassádallat+V+IV+Ind+Prs+Pl1

nuppeláhkái	nuppe láhkai+Err/Orth+Adv

nuorttabealde	nuorttabealde+Po
nuorttabealde	nuorttabealde+Pr
nuorttabealde	nuorttabealde+Adv

noađđin	noađđi+N+Ess

njuovžilit	njuovžilit+Adv
njuovžilit	njuovžil+A+Comp+Attr
njuovžilit	njuovžil+A+Comp+Sg+Nom

náveha	návet+N+Sg+Acc
náveha	návet+N+Sg+Gen

nákkáhallan	nákkáhallat+V+IV+Pass+PrfPrc
nákkáhallan	nákkáhallat+V+IV+Pass+Actio+Gen
nákkáhallan	nákkáhallat+V+IV+Pass+Actio+Nom
nákkáhallan	nákkáhallat+V+IV+Pass+Ind+Prt+ConNeg

muhtinlágan	muhtinlágan+v1+A+Attr
muhtinlágan	muhtinlágan+v1+A+Sg+Nom
muhtinlágan	muhtinlágan+v1+A+Sg+Acc
muhtinlágan	muhtinlágan+v1+A+Sg+Gen+Err/Orth

muđuid	muđuid+Adv

moktege	moktege+Adv

máttás	máttás+Adv

máŋggalágán	máŋggalágan+v2+A+Attr
máŋggalágán	máŋggalágan+v2+A+Sg+Nom
máŋggalágán	máŋggalágan+v2+A+Sg+Acc
máŋggalágán	máŋggalágan+v2+A+Sg+Gen+Err/Orth

máŋggakultuvrralaš	máŋggakultuvrralaš+A+Sg+Nom
máŋggakultuvrralaš	máŋggakultuvrralaš+A+Attr

luteránalaš	luteránalaš+A+Sg+Nom
luteránalaš	luteránalaš+A+Attr

lullinorgalaččat	lullinorgalaš+N+Pl+Nom

linnjá	linnjá+N+Sg+Nom
linnjá	linnjá+N+Sg+Acc
linnjá	linnjá+N+Sg+Gen

lihkastagaid	lihkastat+N+Pl+Acc
lihkastagaid	lihkastat+N+Pl+Gen
lihkastagaid	lihkastat+N+Err/Orth+Pl+Acc
lihkastagaid	lihkastat+N+Err/Orth+Pl+Gen

lestadiánalaš	lestadiánalaš+N+Sg+Nom
lestadiánalaš	lestadiánalaš+A+Sg+Nom
lestadiánalaš	lestadiánalaš+A+Attr


lasáhusa	lasáhus+N+Sg+Acc
lasáhusa	lasáhus+N+Sg+Gen


julevsámegiela	julevsámegiella+N+Sg+Acc
julevsámegiela	julevsámegiella+N+Sg+Gen

joavdelas	joavdelas+A+Attr
joavdelas	joavdelas+A+Sg+Nom

jeđđet	jeđđedit+V+TV+Imprt+ConNeg
jeđđet	jeđđedit+V+TV+Imprt+Sg2
jeđđet	jeđđedit+V+TV+Ind+Prs+ConNeg
jeđđet	jeđđet+V+TV+Inf
jeđđet	jeđđet+V+TV+Ind+Prs+Pl1
jeđđet	jeđđet+V+TV+Ind+Prs+Sg2

jámma	jámmis+A+Attr
jámma	jámma+Adv

Iđđes	iđđes+Adv

heŋgen	heŋge+N+Ess
heŋgen	heŋget+V+TV+PrfPrc
heŋgen	heŋget+V+TV+Ind+Prs+Sg1
heŋgen	heŋget+V+TV+Actio+Gen
heŋgen	heŋget+V+TV+Actio+Nom
heŋgen	heŋget+V+TV+Ind+Prt+ConNeg

heađuštii	heađuštit+V+TV+Ind+Prt+Sg3

gul	gul+Adv


Gonagaslaš	gonagaslaš+A+Sg+Nom
Gonagaslaš	gonagaslaš+A+Attr

GOD	GOD+N+ACR+Sg+Acc
GOD	GOD+N+ACR+Sg+Gen
GOD	GOD+N+ACR+Sg+Nom

goarránan	goarránit+V+IV+PrfPrc
goarránan	goarránit+V+IV+Actio+Gen
goarránan	goarránit+V+IV+Actio+Nom
goarránan	goarránit+V+IV+Ind+Prt+ConNeg
goarránan	goarránit+V+IV+Ind+Prs+Sg1

giellaseaguhusguovlluid	giellaseaguhusguovlu+N+Err/Orth+Pl+Acc
giellaseaguhusguovlluid	giellaseaguhusguovlu+N+Err/Orth+Pl+Gen
giellaseaguhusguovlluid	giellaseaguhusguovlu+N+Pl+Acc
giellaseaguhusguovlluid	giellaseaguhusguovlu+N+Pl+Gen


gearggus	gearggus+A+Sg+Nom

geafivuohta	geafivuohta+N+Sg+Nom


gáivuotnalaš	gáivuotnalaš+N+Sg+Nom

gáivuotnalaččat	gáivuotnalaš+N+Pl+Nom

Flokkmann	Flokkmann+N+Prop+Sem/Sur+Attr
Flokkmann	Flokkmann+N+Prop+Sem/Sur+Sg+Acc
Flokkmann	Flokkmann+N+Prop+Sem/Sur+Sg+Gen
Flokkmann	Flokkmann+N+Prop+Sem/Sur+Sg+Nom

feaskárii	feaskkir+N+Sg+Ill

fárrolaga	fárrolaga+Adv

endorii	endor+N+Sg+Ill

eambo	eambbo+Adv

eahpesihkar	eahpesihkar+v1+A+Sg+Nom

duššás	duššás+Adv

duššái	dušši+N+G3+Sg+Ill
duššái	dušši+A+Sg+Ill
duššái	duššái+Adv

duostat	duostat+V+TV+Inf
duostat	duostat+V+TV+Ind+Prs+Pl1

duogábealde	duogábealde+Po
duogábealde	duogábealde+Pr
duogábealde	duogábealde+Adv

duiskkalaččat	duiskalaš+Err/Orth+A+Pl+Nom


dovddut	dovdu+N+Pl+Nom

dolkan	dolkat+V+IV+PrfPrc
dolkan	dolkat+V+IV+Actio+Gen
dolkan	dolkat+V+IV+Actio+Nom
dolkan	dolkat+V+IV+Ind+Prt+ConNeg

diŋgot	diŋgot+V+TV+Inf
diŋgot	diŋgot+V+TV+Ind+Prs+Pl1
diŋgot	diŋgot+V+TV+Ind+Prs+Sg2

deaivvai	deaivat+V+TV+Ind+Prt+Sg3
deaivvai	deaivat+V+TV+Ind+Prt+Err/Orth+Sg3

deaivása	deaivása+Adv

das	dat+Pron+Dem+Sg+Loc

dánskka	dánska+A+Attr
dánskka	dánska+A+Sg+Acc
dánskka	dánska+A+Sg+Gen

dáloniid	dálon+N+Pl+Acc
dáloniid	dálon+N+Pl+Gen

dálonat	dálon+N+Pl+Nom

dallánaga	dallánaga+Adv

čuohtejagi	čuohtejahki+N+Sg+Acc
čuohtejagi	čuohtejahki+N+Sg+Gen

